Source_Job_Title,NOC_Code,Target_Industry,Industry_NAICS,Employment_Count,Estimated_Median_Annual_Income,Income_Source_URL,Income_Data_Year,Income_Percentile,Income_Level,AI_Readiness_Score,Nodes Metric,AI_Readiness_Components,Job_Postings_Count,Pct_Postings_With_AI_Skills,Typical_Education_Level,Data_Source,Source_URLs,Last_Updated,Notes
Pathologists,31106,Healthcare,62,800,155000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,97,High,0.67,45.56060899,"{""automation_risk"": 0.3, ""digital_skill_share"": 0.78, ""vacancy_ai_growth"": 0.28, ""industry_adoption"": 0.18}",100,32.5,Doctoral degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Laboratory medicine
Accountants,11100,Professional Services,54,198400,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.68,49.21474638,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.78, ""vacancy_ai_growth"": 0.25, ""industry_adoption"": 0.32}",22300,35.6,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Certification required
Environmental engineers,21302,Professional Services,54,12300,85000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,83,High,0.68,49.21474638,"{""automation_risk"": 0.28, ""digital_skill_share"": 0.78, ""vacancy_ai_growth"": 0.25, ""industry_adoption"": 0.32}",1800,32.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Sustainability focus
Economists,41401,Government,91,8900,92000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,85,High,0.68,49.21474638,"{""automation_risk"": 0.28, ""digital_skill_share"": 0.82, ""vacancy_ai_growth"": 0.28, ""industry_adoption"": 0.24}",1200,35.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Economic analysis
Forensic accountants,11105,Professional Services,54,5600,85000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,83,High,0.68,49.21474638,"{""automation_risk"": 0.32, ""digital_skill_share"": 0.78, ""vacancy_ai_growth"": 0.28, ""industry_adoption"": 0.32}",800,35.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Fraud investigation
Radiologists,31105,Healthcare,62,1200,165000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,97,High,0.68,49.21474638,"{""automation_risk"": 0.28, ""digital_skill_share"": 0.82, ""vacancy_ai_growth"": 0.32, ""industry_adoption"": 0.18}",150,35.5,Doctoral degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Medical imaging
Epidemiologists,21112,Healthcare,62,3400,85000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,83,High,0.68,49.21474638,"{""automation_risk"": 0.28, ""digital_skill_share"": 0.82, ""vacancy_ai_growth"": 0.32, ""industry_adoption"": 0.18}",450,38.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Disease research
Mechanical engineers,21301,Manufacturing,31,42100,88000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,82,High,0.69,53.24487882,"{""automation_risk"": 0.25, ""digital_skill_share"": 0.82, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.25}",4500,28.3,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Engineering profession
Chemical engineers,21320,Manufacturing,31,12300,92000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,85,High,0.69,53.24487882,"{""automation_risk"": 0.25, ""digital_skill_share"": 0.82, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.25}",1800,28.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Process engineering
Project managers,10021,Professional Services,54,178900,88000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,82,High,0.69,53.24487882,"{""automation_risk"": 0.3, ""digital_skill_share"": 0.78, ""vacancy_ai_growth"": 0.28, ""industry_adoption"": 0.32}",34500,32.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Management role
Quality assurance analysts,22222,Information and Technology,51,67800,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.69,53.24487882,"{""automation_risk"": 0.32, ""digital_skill_share"": 0.78, ""vacancy_ai_growth"": 0.32, ""industry_adoption"": 0.36}",12300,35.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Software testing
Strategy analysts,11203,Professional Services,54,34500,82000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,81,High,0.69,53.24487882,"{""automation_risk"": 0.3, ""digital_skill_share"": 0.78, ""vacancy_ai_growth"": 0.32, ""industry_adoption"": 0.32}",5600,38.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Strategic planning
Business analysts,11201,Professional Services,54,134500,75000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,78,High,0.7,57.69669927,"{""automation_risk"": 0.28, ""digital_skill_share"": 0.82, ""vacancy_ai_growth"": 0.32, ""industry_adoption"": 0.32}",23400,38.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Business optimization
Risk managers,10012,Financial Services,52,12300,95000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,88,High,0.7,57.69669927,"{""automation_risk"": 0.28, ""digital_skill_share"": 0.82, ""vacancy_ai_growth"": 0.32, ""industry_adoption"": 0.31}",1800,38.5,Master's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Risk management
Biostatisticians,21213,Healthcare,62,5600,82000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,81,High,0.7,57.69669927,"{""automation_risk"": 0.25, ""digital_skill_share"": 0.85, ""vacancy_ai_growth"": 0.35, ""industry_adoption"": 0.18}",800,42.5,Master's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Health statistics
Graphic designers,52120,Information and Technology,51,28900,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.71,62.6222371,"{""automation_risk"": 0.28, ""digital_skill_share"": 0.88, ""vacancy_ai_growth"": 0.32, ""industry_adoption"": 0.36}",3400,38.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Creative occupation with AI tools
Aerospace engineers,21303,Manufacturing,31,8900,98000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,90,High,0.71,62.6222371,"{""automation_risk"": 0.22, ""digital_skill_share"": 0.85, ""vacancy_ai_growth"": 0.28, ""industry_adoption"": 0.25}",1200,38.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Aviation industry
Actuaries,21212,Financial Services,52,5600,105000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,91,High,0.71,62.6222371,"{""automation_risk"": 0.25, ""digital_skill_share"": 0.85, ""vacancy_ai_growth"": 0.32, ""industry_adoption"": 0.31}",800,42.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Risk assessment
Management consultants,11200,Professional Services,54,45600,92000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,85,High,0.71,62.6222371,"{""automation_risk"": 0.25, ""digital_skill_share"": 0.85, ""vacancy_ai_growth"": 0.35, ""industry_adoption"": 0.32}",8900,42.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Business consulting
Financial managers,10010,Financial Services,52,112400,125000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,95,High,0.72,68.08083962,"{""automation_risk"": 0.28, ""digital_skill_share"": 0.75, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.31}",5680,28.4,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Management occupation
Biomedical engineers,21399,Healthcare,62,3400,88000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,82,High,0.72,68.08083962,"{""automation_risk"": 0.18, ""digital_skill_share"": 0.88, ""vacancy_ai_growth"": 0.32, ""industry_adoption"": 0.18}",450,42.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Medical technology
Network administrators,22220,Information and Technology,51,56700,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.73,74.14032107,"{""automation_risk"": 0.25, ""digital_skill_share"": 0.88, ""vacancy_ai_growth"": 0.35, ""industry_adoption"": 0.36}",8900,45.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,IT infrastructure
Statisticians,21210,Professional Services,54,8900,85000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,83,High,0.73,74.14032107,"{""automation_risk"": 0.22, ""digital_skill_share"": 0.88, ""vacancy_ai_growth"": 0.38, ""industry_adoption"": 0.32}",1200,45.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Data analysis
Marketing specialists,11202,Information and Technology,51,67800,65000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,68,Medium,0.74,80.87831013,"{""automation_risk"": 0.22, ""digital_skill_share"": 0.85, ""vacancy_ai_growth"": 0.38, ""industry_adoption"": 0.36}",9800,45.2,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,High AI tool usage
Game developers,21230,Information and Technology,51,23400,75000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,78,High,0.74,80.87831013,"{""automation_risk"": 0.25, ""digital_skill_share"": 0.85, ""vacancy_ai_growth"": 0.38, ""industry_adoption"": 0.36}",3400,42.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Gaming industry
Database analysts,21223,Financial Services,52,48900,82000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,81,High,0.75,88.38383318,"{""automation_risk"": 0.22, ""digital_skill_share"": 0.88, ""vacancy_ai_growth"": 0.38, ""industry_adoption"": 0.31}",6700,48.2,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Data management focus
IT consultants,21222,Information and Technology,51,67800,88000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,82,High,0.75,88.38383318,"{""automation_risk"": 0.22, ""digital_skill_share"": 0.9, ""vacancy_ai_growth"": 0.38, ""industry_adoption"": 0.36}",12300,45.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Technology consulting
UX/UI designers,52123,Information and Technology,51,34500,82000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,81,High,0.76,96.75917845,"{""automation_risk"": 0.22, ""digital_skill_share"": 0.88, ""vacancy_ai_growth"": 0.42, ""industry_adoption"": 0.36}",5600,48.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,User experience
Mobile app developers,21231,Information and Technology,51,45600,85000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,83,High,0.77,106.122095,"{""automation_risk"": 0.2, ""digital_skill_share"": 0.9, ""vacancy_ai_growth"": 0.42, ""industry_adoption"": 0.36}",8900,48.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Mobile development
Web developers,21234,Information and Technology,51,56700,75000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,78,High,0.78,116.6083921,"{""automation_risk"": 0.18, ""digital_skill_share"": 0.92, ""vacancy_ai_growth"": 0.42, ""industry_adoption"": 0.36}",15200,52.3,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Digital economy role
Data scientists,21211,Financial Services,52,42300,95000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,88,High,0.79,128.3750184,"{""automation_risk"": 0.12, ""digital_skill_share"": 0.92, ""vacancy_ai_growth"": 0.45, ""industry_adoption"": 0.31}",8230,68.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Emerging occupation
Cybersecurity specialists,22221,Information and Technology,51,23400,95000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,88,High,0.81,156.5053691,"{""automation_risk"": 0.12, ""digital_skill_share"": 0.95, ""vacancy_ai_growth"": 0.45, ""industry_adoption"": 0.36}",3400,58.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,High demand field
Software engineers and designers,21211,Information and Technology,51,89500,108000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,92,High,0.82,173.325185,"{""automation_risk"": 0.15, ""digital_skill_share"": 0.95, ""vacancy_ai_growth"": 0.35, ""industry_adoption"": 0.32}",12450,42.3,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,High demand occupation
Cloud architects,21233,Information and Technology,51,12300,112000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,92,High,0.83,192.3488873,"{""automation_risk"": 0.08, ""digital_skill_share"": 0.98, ""vacancy_ai_growth"": 0.52, ""industry_adoption"": 0.36}",2300,62.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Cloud computing
DevOps engineers,21232,Information and Technology,51,18900,105000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,91,High,0.84,213.9101295,"{""automation_risk"": 0.05, ""digital_skill_share"": 0.98, ""vacancy_ai_growth"": 0.55, ""industry_adoption"": 0.36}",4500,65.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Automation focus
Machine learning engineers,21235,Information and Technology,51,8900,125000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,95,High,0.86,266.2746951,"{""automation_risk"": 0.02, ""digital_skill_share"": 1.0, ""vacancy_ai_growth"": 0.68, ""industry_adoption"": 0.36}",2300,72.5,Master's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,AI specialization
